id,school,subject,title,prompt,description,elements,
hs-kokugo-02,high,国語,文学作品のテーマを現代社会と結びつける,"あなたは高校の国語教員です。
夏目漱石の『こころ』を読んだ生徒に対し、作品のテーマである「近代的な個人主義と孤独」を、現代のSNS社会における人間関係の問題と結びつけて考察させるための発問を作成してください。
「先生が感じた孤独と、私たちがSNSで感じる『つながり疲れ』や孤独感の共通点と相違点は何か？」といった、生徒が自分事として考えられる問いを3つ作成してください。",古典的な文学作品のテーマを現代的な視点から再解釈させ、生徒の思考力と読解力を深めます。,"人物,内容",
hs-kokugo-03,high,国語,主権者教育としての模擬選挙演説の作成,"あなたは国語表現の担当教員です。
主権者教育の一環として、模擬選挙の立候補者演説を作成する課題を出します。
架空の政党「未来創造党」の高校生代表として、「若者の投票率向上」をテーマに、同世代の心に響く3分程度の演説原稿を作成してください。
具体的な政策（例：被選挙権年齢の引き下げ、SNSを活用した政治情報の提供）を盛り込み、情熱的で説得力のある語り口にしてください。",言語活動を通して、生徒の政治参加への意識を高め、表現力と論理的思考力を育成します。,"人物,内容,制約,形式や語調",
hs-sugaku-01,high,数学,数学的探究活動のテーマ提案,"あなたは高校の数学科教員です。
「数学II」の範囲で、生徒が主体的に取り組める数学的探究活動のテーマを3つ提案してください。
「身の回りの現象（例：感染症の拡大モデル）を指数関数で表現する」「フラクタル図形の性質を調べる」「暗号理論と整数の性質」など、生徒の知的好奇心を刺激するテーマを、探究の進め方の例と共に示してください。",生徒の探究心を引き出し、数学の有用性や面白さを実感させるような探究活動のテーマを見つけます。,"人物,内容,例",
hs-sugaku-02,high,数学,共通テスト数学の過去問を分析・解説する,"あなたは予備校のカリスマ数学講師です。
以下の共通テスト数学I・Aの問題を分析し、正解への道筋だけでなく、つまずきやすいポイントや、背景にある数学的な考え方について、生徒に語りかけるような親しみやすい口調で解説してください。

（ここに問題文を貼り付け）",単なる問題解説に留まらず、生徒の数学的な思考力を根本から鍛えるための質の高い解説を作成できます。,"人物,内容,形式や語調",
hs-sugaku-03,high,数学,ベクトルの概念を物理現象で説明する,"あなたは高校の数学教員です。
数学Bで学習する「ベクトル」の概念が苦手な生徒のために、物理現象（例：川を船で渡る、力の合成）を用いて、ベクトルの有用性を直感的に理解させるための説明を作成してください。
図を描くように、矢印を使いながら視覚的に分かりやすく説明してください。",抽象的な数学の概念を、具体的な事象と結びつけることで、生徒の理解を助けます。,"人物,内容,例",
hs-eigo-01,high,英語,年間指導計画を作成する,"あなたは高校の先生です。学習指導要領に沿って、英語の年間指導計画を作ってください。
生徒のアウトプット活動と、グループ活動を多く取り入れ、楽しく学力を身につけられるような工夫をしてください。",学習指導要領に沿った計画を効率的に作成できます。,"人物,内容",
hs-eigo-02,high,英語,英語ディベートのテーマを提案する,"あなたは高校の英語科教員です。
授業で英語ディベートを行います。生徒が賛成・反対の両方の立場で議論しやすいテーマを5つ提案してください。
社会問題や学校生活に関連した、生徒にとって身近で考えさせられるテーマを選んでください。
例：「Should the voting age be lowered to 16?」",生徒の思考力や表現力を高める、質の高いディベートテーマを複数得ることができます。,"人物,内容,例",
hs-eigo-03,high,英語,英文ニュース記事の要約と語彙リスト作成,"あなたは高校の英語科教員です。
以下の英文ニュース記事を、高校生が理解できるように、150語程度の英語で要約してください。
また、記事の中から重要だと思われる英単語を10個選び、意味と例文をつけた語彙リストを作成してください。

（ここに英文記事を貼り付け）",時事英語の教材を効率的に作成できます。長文読解力の向上と語彙力強化を同時に行えます。,"人物,内容,制約",
hs-tankyu-01,high,探究,探究活動のテーマ設定のためのワークシート,"あなたは高校の探究活動担当教員です。
生徒が自分の興味・関心から探究テーマを見つけられるようにするためのワークシートを作成してください。
「好きなこと」「気になる社会問題」「なぜ？と思った経験」の3つの切り口からアイデアを書き出し、それらを組み合わせて仮のテーマを設定するという流れで、生徒の思考を促す構成にしてください。",探究活動の第一歩であるテーマ設定で、生徒が主体的に課題を発見できるようサポートします。,"人物,内容",
hs-tokkatsu-01,high,特別活動,大学推薦入試の模擬面接官になる（個人面接）,"あなたは大学の入試面接官です。これから、〇〇大学教育学部を志望する高校3年生の生徒と模擬面接を行います。

# あなたの役割
・〇〇大学教育学部の教授。専門は教育心理学。
・生徒の教育に対する情熱と、論理的思考力、コミュニケーション能力を見極めたい。
・圧迫面接ではなく、生徒の考えを深く引き出すような質問を心がける。

# 生徒の情報
・志望理由：子供たちの可能性を引き出す小学校教員になりたい。
・自己PR：高校ではボランティア部に所属し、地域の子供たちと交流してきた。
・最近関心のあるニュース：教員の働き方改革

# 指示
・上記の役割と生徒情報に基づき、模擬面接官として深掘りする質問を5つ作成してください。
・質問の意図も簡潔に添えてください。
・面接の最後に、生徒へのフィードバック（良かった点と改善点）も生成してください。",AIを面接官役として活用し、生徒が本番さながらの緊張感で、想定問答集の丸暗記では対応できない対話形式の面接練習を行えるようにします。,"人物,内容,制約,形式や語調",
hs-tokkatsu-02,high,特別活動,進路面談で生徒の考えを引き出す,"あなたは高校の進路指導担当教員です。
まだ具体的な進路希望が決まっていない高校2年生の生徒との面談で、生徒が自分の将来について考えるきっかけを作るための、効果的な質問を5つ作成してください。
「YES/NOで答えられないオープンクエスチョン」を意識し、「もし、何にでもなれるとしたら？」「どんな時にやりがいを感じる？」など、生徒の内面を引き出すような問いかけにしてください。",画一的な指導ではなく、生徒一人ひとりの興味や価値観に寄り添った、対話的な進路面談の質を高めます。,"人物,内容,形式や語調",
hs-tankyu-02,high,探究,研究計画書の添削とアドバイス,"あなたは大学の研究者です。
高校生が作成した以下の研究計画書を読み、専門家の視点から改善点を具体的に指摘してください。

# 研究計画書
・テーマ：地元の川の水質調査
・研究の動機：川が汚れている気がしたから。
・研究方法：川の水を汲んてきて、見た目や匂いを調べる。

# 指導の観点
・研究背景と目的の明確化（先行研究の調査）
・問いの具体化（何を明らかにしたいのか）
・調査方法の妥当性（客観的な指標、比較対象の設定）
・研究倫理への配慮",探究活動の質を大きく左右する研究計画書に対して、専門的な視点から具体的な改善アドバイスを行い、生徒の研究レベルを引き上げます。,"人物,内容",
外﨑顯博,elementary,社会,子供の気づき・疑問分析プロンプト,"あなたは小学校社会科教育の専門家です。子供たちの気づきや疑問を分析し、効果的な学習問題の設定と授業展開を提案してください。

## 分析対象の情報
**学年**：[○年生]
**単元名**：[単元名を入力]
**授業の文脈**：[前時までの学習内容や活動]

**子供たちの発言・気づき・疑問**：
[ここに子供たちの実際の発言や気づき、疑問を入力してください]

## 分析の観点
以下の観点で分析してください：

### 1. 発言の分類と整理
- **事実に関する気づき**：観察や資料から得た具体的事実
- **比較・関連付けの気づき**：違いや共通点、関係性への気づき
- **疑問・課題意識**：「なぜ？」「どうして？」という探究的な問い
- **価値判断・評価**：良い/悪い、賛成/反対などの判断

### 2. 学習の深まりの可能性
- 単元の本質的な問いにつながる発言
- 多面的・多角的な思考を促す可能性のある疑問
- 子供同士の対話を生み出しそうな論点
- さらなる調べ学習や体験活動につながる要素

### 3. 発達段階との適合性
- 該当学年の認知発達レベルに適した内容か
- 学習指導要領の目標・内容との関連
- 既習事項との接続可能性

## 提案してほしい内容

### A. 学習問題の設定案
- 子供の気づきを基にした魅力的な学習問題を3つ提案
- それぞれの問題設定の根拠と期待される学習効果

### B. 授業展開のアイデア
- 気づきや疑問を活かした具体的な活動案
- 対話を促進する発問例
- 使用できる資料や教材の提案

### C. 評価の観点
- この単元で重視すべき評価規準
- 子供の思考の変容を捉える方法

### D. 注意点・配慮事項
- 誤概念や偏見につながる可能性がある発言への対応
- 多様な立場や価値観への配慮
- 個別支援が必要そうな子供への手立て

## 出力形式
教師が授業で活用しやすいよう、具体的で実践的な提案をお願いします。",子どもの気づきや疑問を分析し、次の授業を練るために役立ちます。,"人物,内容,制約,例",
外﨑顯博,elementary,総合,探究のアドバイス,"#あなたは探究の専門家です。

#Task
子どもの振り返りをもとに、今後の探究の見通しがもてるようなアドバイスを教師に向けてのものと、子どもに向けてのものを作成してください。

#制約と要望
子どもの振り返りに対して答えを直接伝えてはいけません。
あくまでも探究のアドバイザーとして役に徹してください。
Aについて知りたいならBについて調べてみるといいと思うよ。
などのアドバイスがほしいです。

#ここに子どもの振り返りを入力

",子ども主体の探究的な学習を促す,"人物,内容,制約",
komu-reflection-01,elementary,校務,授業リフレクション支援（小学校）,"あなたは小学校教育の専門家です。
以下の授業実践について、児童の発達段階を考慮したリフレクションをサポートしてください。

# 授業情報
・教科・科目：[教科名]
・学年：[学年]
・単元名：[単元名]
・授業のねらい：[ねらい]

# 授業の実際
・導入の工夫：[具体的内容]
・展開での児童の反応：[児童の様子]
・まとめでの達成状況：[評価]
・気になった点：[課題や疑問]

# リフレクションの観点
以下の観点から分析し、改善提案をしてください：
1. 児童の興味・関心の引き出し方
2. 具体的操作活動の効果性
3. 言語活動の充実度
4. 個別支援の適切性
5. 次時への意欲づけ

小学校の特性を踏まえた、具体的で実践可能な改善案を3つ提示してください。",小学校の授業後の振り返りを構造化し、児童の発達段階に応じた授業改善につなげる具体的なアドバイスを得られます。,"人物,内容,制約",
komu-reflection-02,junior-high,校務,授業リフレクション支援（中学校）,"あなたは中学校教育の専門家です。
以下の授業実践について、生徒の思春期の特性を考慮したリフレクションをサポートしてください。

# 授業情報
・教科・科目：[教科名]
・学年：[学年]
・単元名：[単元名]
・授業のねらい：[ねらい]

# 授業の実際
・導入の工夫：[具体的内容]
・展開での生徒の反応：[生徒の様子]
・まとめでの達成状況：[評価]
・気になった点：[課題や疑問]

# リフレクションの観点
以下の観点から分析し、改善提案をしてください：
1. 生徒の主体的な学習参加の促進
2. 協働的な学びの質
3. 思考力・判断力・表現力の育成
4. 将来との関連づけ
5. 個性や多様性への配慮

中学生の特性を踏まえた、具体的で実践可能な改善案を3つ提示してください。",中学校の授業後の振り返りを構造化し、思春期の生徒の特性に応じた授業改善につなげる具体的なアドバイスを得られます。,"人物,内容,制約",
komu-reflection-03,high,校務,授業リフレクション支援（高等学校）,"あなたは高等学校教育の専門家です。
以下の授業実践について、進路実現と社会参画を見据えたリフレクションをサポートしてください。

# 授業情報
・教科・科目：[教科名]
・学年：[学年]
・単元名：[単元名]
・授業のねらい：[ねらい]

# 授業の実際
・導入の工夫：[具体的内容]
・展開での生徒の反応：[生徒の様子]
・まとめでの達成状況：[評価]
・気になった点：[課題や疑問]

# リフレクションの観点
以下の観点から分析し、改善提案をしてください：
1. 深い学びの実現度
2. 探究的な学習活動の質
3. 実社会との関連性
4. 進路選択への寄与
5. 主権者としての資質育成

高校生の特性を踏まえた、具体的で実践可能な改善案を3つ提示してください。",高等学校の授業後の振り返りを構造化し、進路実現と社会参画を見据えた授業改善につなげる具体的なアドバイスを得られます。,"人物,内容,制約",
komu-evaluation-01,elementary,校務,パフォーマンス評価ルーブリック作成（小学校）,"あなたは小学校の教育評価専門家です。
以下の学習活動に対する、児童にも分かりやすいパフォーマンス評価のルーブリックを作成してください。

# 評価対象の活動
・教科：[教科名]
・学年：[学年]
・活動内容：[具体的な学習活動や課題]
・評価の観点：[知識・技能、思考・判断・表現、主体的に学習に取り組む態度]

# ルーブリック作成の条件
・評価段階：4段階（よくできた、できた、もう少し、がんばろう）
・児童が理解しやすい具体的な言葉での記述
・「〜している」「〜できる」などの行動で表現
・イラストや図で説明できる内容
・自己評価にも活用できる分かりやすさ

表形式で見やすく整理し、児童への説明方法も併記してください。",小学校の児童にも理解しやすく、自己評価にも活用できるパフォーマンス評価ルーブリックを効率的に作成できます。,"人物,内容,制約,形式や語調",
komu-parent-01,elementary,校務,保護者対応メール文案作成（小学校）,"あなたは小学校の教員です。
以下の状況について、保護者への連絡メールの文案を作成してください。

# 連絡内容
・件名：[連絡事項の要約]
・対象児童：[児童の状況や背景]
・連絡の目的：[情報共有・相談・お願い・報告など]
・具体的な内容：[詳細な状況や対応内容]
・保護者への依頼事項：[ある場合は具体的に]

# メール作成の条件
・親しみやすく温かい語調
・児童の良い面を必ず含める
・家庭と学校の連携を重視
・具体的で分かりやすい説明
・今後の見通しを示す
・感謝の気持ちを表現

小学校保護者との信頼関係を深める、温かみのあるメール形式で作成してください。",小学校の保護者との良好な関係を維持しながら、児童の成長を共に支える適切な情報共有ができるメール文案を作成できます。,"人物,内容,制約,形式や語調",
kokugo-reading-01,elementary,国語,読解力向上のための発問作成,"あなたは小学校国語科の専門家です。
以下の文学作品について、児童の読解力を段階的に向上させる発問を作成してください。

# 作品情報
・作品名：[作品名]
・学年：[学年]
・ジャンル：[物語、説明文、詩など]
・学習のねらい：[この教材で育てたい力]

# 発問作成の観点
1. 叙述に即して内容を捉える力
2. 文章の構造や表現の効果を理解する力
3. 文章を読んで感じたり考えたりする力
4. 目的に応じて文章を読む力

# 発問の種類
・導入発問（興味・関心を引く）
・展開発問（読みを深める）
・終末発問（まとめ・発展させる）

各段階で2〜3問ずつ、計8問程度の発問と、その意図・期待される反応も示してください。",文学作品や説明文の読解指導で、児童の思考を深め、読解力を体系的に育成する効果的な発問を作成できます。,"人物,内容,形式や語調",
kokugo-writing-01,junior-high,国語,小論文指導ステップ作成,"あなたは中学校国語科の小論文指導専門家です。
以下のテーマについて、生徒が論理的で説得力のある小論文を書けるようになる段階的指導プランを作成してください。

# 小論文テーマ
・テーマ：[具体的なテーマ]
・字数：[400字、600字、800字など]
・対象学年：[中学1〜3年]
・関連教科：[社会、理科、道徳など]

# 指導ステップ
1. テーマ理解と論点整理
2. 資料収集と根拠の選定
3. 構成の組み立て
4. 下書きと推敲
5. 完成と相互評価

# 各ステップの内容
・具体的な活動内容
・指導のポイント
・つまずきやすい点と対応
・評価の観点

生徒が段階的にスキルを身につけられる、4〜5時間の指導計画を提示してください。",中学生が論理的思考力と表現力を身につけ、説得力のある小論文を書けるようになる段階的な指導プランを作成できます。,"人物,内容,制約",
kokugo-classical-01,high,国語,古典作品現代語訳比較分析,"あなたは高等学校国語科の古典専門家です。
以下の古典作品について、複数の現代語訳を比較分析し、生徒の古典理解を深める教材を作成してください。

# 作品情報
・作品名：[源氏物語、枕草子、徒然草など]
・該当箇所：[具体的な章段や場面]
・学習目標：[古典の特色理解、現代とのつながりなど]

# 比較分析の観点
1. 語彙・表現の違い
2. 文体・語調の特徴
3. 解釈の相違点
4. 現代読者への配慮
5. 作品の魅力の伝え方

# 教材の構成
・原文の提示
・3つの現代語訳の比較表
・分析のポイント解説
・生徒への発問例
・発展学習への展開

古典の面白さを現代の高校生に伝える、魅力的な教材を作成してください。",古典作品の多様な現代語訳を比較することで、古典の豊かさと現代性を理解し、古典への興味を深める教材を作成できます。,"人物,内容,制約",
sansu-problem-solving-01,elementary,算数,問題解決型授業プラン作成,"あなたは小学校算数科の専門家です。
以下の単元について、児童が主体的に問題解決に取り組む授業プランを作成してください。

# 単元情報
・単元名：[単元名]
・学年：[学年]
・既習事項：[これまでに学習した内容]
・本時のねらい：[この授業で身につけさせたい力]

# 問題解決のプロセス
1. 問題把握（課題発見）
2. 見通し・計画（解決方法の予想）
3. 自力解決（個人思考）
4. 集団思考（話し合い活動）
5. まとめ・振り返り

# 授業プランの要素
・導入の工夫（問題提示方法）
・操作活動や具体物の活用
・多様な解法の引き出し方
・算数的表現力の育成
・評価の工夫

45分授業の詳細な展開案を、児童の反応も含めて提示してください。",児童が算数の面白さを実感し、主体的に問題解決に取り組む力を育む授業プランを体系的に作成できます。,"人物,内容,制約",
sugaku-proof-01,junior-high,数学,証明指導段階別プラン,"あなたは中学校数学科の図形・証明指導専門家です。
証明が苦手な生徒が段階的に証明の書き方を身につけられる指導プランを作成してください。

# 対象と内容
・学年：[中学2年または3年]
・証明の種類：[合同、相似、平行線など]
・生徒の状況：[証明に苦手意識がある]

# 段階別指導プラン
【第1段階】証明の構造理解
・仮定と結論の区別
・根拠となる性質の確認
・証明の流れの理解

【第2段階】穴埋め証明
・部分的な証明の完成
・理由の選択と記述
・論理的な繋がりの確認

【第3段階】自力証明
・完全な証明の作成
・表現の工夫
・相互チェック

各段階での具体的な教材例、指導のポイント、評価方法を詳しく示してください。",証明に苦手意識を持つ生徒が、段階的に論理的思考力と証明技能を身につけられる体系的な指導プランを作成できます。,"人物,内容,制約",
sugaku-application-01,high,数学,数学と実社会つながり教材作成,"あなたは高等学校数学科の専門家です。
以下の数学概念について、実社会での活用例を示し、生徒が数学の有用性を実感できる教材を作成してください。

# 数学概念
・分野：[数学I、II、III、A、B、Cから選択]
・具体的な内容：[関数、確率、ベクトルなど]
・学習時期：[高校1〜3年]

# 実社会との関連例
1. 身近な事例（日常生活での活用）
2. 職業での活用（具体的な職種と使用場面）
3. 社会問題の解決（環境、経済、技術など）
4. 最新技術への応用（AI、データサイエンスなど）

# 教材の構成
・導入（興味を引く実例）
・数学的モデル化
・計算・解析過程
・結果の解釈と活用
・発展課題

生徒が「数学って役に立つんだ」と実感できる魅力的な教材を作成してください。",高校数学の抽象的な概念と実社会での活用を結びつけ、生徒が数学の価値と有用性を実感できる教材を作成できます。,"人物,内容,制約",
rika-observation-01,elementary,理科,観察・実験活動計画作成,"あなたは小学校理科の専門家です。
以下の学習内容について、児童が科学的思考力を身につける観察・実験活動計画を作成してください。

# 学習内容
・単元名：[単元名]
・学年：[学年]
・観察・実験の種類：[植物観察、化学変化、物理現象など]
・育てたい科学的な見方・考え方：[具体的に]

# 活動計画の構成
1. 課題設定（なぜ？どうして？の疑問から）
2. 予想・仮説（根拠を含む）
3. 実験計画（方法・条件設定）
4. 観察・実験の実施
5. 結果の整理と考察
6. 結論と新たな疑問

# 指導のポイント
・安全指導の徹底
・器具・教材の効果的活用
・個別支援の工夫
・記録・表現方法の指導
・学習の価値づけ

児童が主体的に自然事象に関わり、科学的に探究する力を育む計画を作成してください。",小学校理科で児童が自然事象に主体的に関わり、観察・実験を通して科学的思考力を身につける活動計画を体系的に作成できます。,"人物,内容,制約",
rika-inquiry-01,junior-high,理科,探究的学習プログラム設計,"あなたは中学校理科の探究学習専門家です。
以下のテーマについて、生徒が科学的探究プロセスを体験できる学習プログラムを設計してください。

# 探究テーマ
・分野：[物理、化学、生物、地学]
・具体的テーマ：[環境問題、エネルギー、生命現象など]
・期間：[2〜4週間程度]
・関連単元：[既習・未習内容]

# 探究プロセス
1. 課題の発見・設定
2. 情報収集・文献調査
3. 仮説の設定
4. 実験・調査の計画
5. データ収集・分析
6. 考察・結論
7. 発表・共有

# プログラムの特徴
・STEAM教育との関連
・ICT活用の工夫
・地域・社会との連携
・評価方法の設計
・個別最適化の支援

生徒が科学者のように探究し、21世紀型スキルを身につけるプログラムを設計してください。",中学校理科で生徒が科学的探究の楽しさを体験し、科学的リテラシーと問題解決能力を育む探究学習プログラムを設計できます。,"人物,内容,制約",
rika-experiment-design-01,high,理科,課題研究テーマ設定支援,"あなたは高等学校理科の課題研究指導専門家です。
生徒の興味・関心から出発して、実現可能で教育的価値の高い課題研究テーマを設定する支援を行ってください。

# 生徒の情報
・学年：[高校1〜3年]
・興味のある分野：[物理、化学、生物、地学]
・関心のあるトピック：[具体的な現象や問題]
・研究期間：[3ヶ月〜1年]
・利用可能な設備・環境：[学校、地域の施設など]

# テーマ設定の観点
1. 研究の意義・新規性
2. 実現可能性（時間・設備・技術）
3. 安全性の確保
4. 定量的評価の可能性
5. 社会貢献への展望

# 支援内容
・研究テーマの絞り込み
・研究計画の立案
・研究方法の選定
・予想される困難と対策
・成果発表の方法
・進路との関連

高校生が本格的な科学研究を体験し、将来の進路選択にもつながるテーマ設定を支援してください。",高校生が自らの興味・関心から科学的な課題研究に取り組み、研究スキルと科学的思考力を身につけるテーマ設定を効果的に支援できます。,"人物,内容,制約",
shakai-local-study-01,elementary,社会,地域学習プログラム作成,"あなたは小学校社会科の地域学習専門家です。
児童が自分の住む地域に愛着と誇りを持てるような地域学習プログラムを作成してください。

# 地域情報
・学校所在地：[都道府県・市町村]
・学年：[3年または4年]
・地域の特色：[産業、歴史、文化、自然など]
・活用可能な地域資源：[施設、人材、行事など]

# プログラムの構成
1. 地域への気づき（身近な疑問から）
2. 地域調べ（フィールドワーク）
3. 地域の人との交流（インタビュー）
4. 地域の良さの発見
5. 地域への提案・貢献

# 学習活動の工夫
・ICTを活用した情報収集
・地域マップの作成
・地域の方をゲストティーチャーに
・他地域との比較
・発信・交流活動

児童が地域社会の一員としての自覚を持ち、地域を愛する心を育むプログラムを作成してください。",児童が地域の特色や良さを発見し、地域社会の一員としての自覚と愛郷心を育む地域学習プログラムを体系的に作成できます。,"人物,内容,制約",
shakai-historical-thinking-01,junior-high,社会,歴史的思考力育成授業案,"あなたは中学校社会科（歴史分野）の専門家です。
以下の歴史的事象について、生徒が歴史的思考力を身につける授業案を作成してください。

# 学習内容
・時代・事象：[古代〜現代の具体的な出来事]
・学年：[中学1〜3年]
・関連する歴史的概念：[因果関係、時代区分、歴史の解釈など]
・活用する史料：[文書、絵画、地図、統計など]

# 歴史的思考力の要素
1. 年代・時代の把握
2. 歴史的事象の相互関連
3. 因果関係の理解
4. 歴史的意義の考察
5. 多面的・多角的な解釈

# 授業の展開
・問いの設定（なぜ？どうして？）
・史料を活用した読み取り活動
・話し合い・討論活動
・歴史的解釈の形成
・現代とのつながり

生徒が歴史を暗記ではなく「考える」楽しさを味わい、歴史的思考力を身につける授業案を作成してください。",中学校歴史学習で、生徒が史料を活用して歴史的事象を多面的に考察し、歴史的思考力と判断力を身につける授業を設計できます。,"人物,内容,制約",
shakai-citizenship-01,high,社会,主権者教育プログラム設計,"あなたは高等学校公民科の主権者教育専門家です。
高校生が民主主義社会の担い手としての資質・能力を身につける主権者教育プログラムを設計してください。

# プログラムの対象
・学年：[高校1〜3年]
・科目：[公共、政治・経済など]
・期間：[2〜3ヶ月程度]
・地域の特色：[選挙の実情、地方政治の課題など]

# 育成する資質・能力
1. 政治的教養（制度・仕組みの理解）
2. 批判的思考力（情報の読み取り・判断）
3. 合意形成能力（対話・協議）
4. 政治参加への意欲（当事者意識）
5. 多様性の尊重（価値観の違いの理解）

# プログラムの内容
・模擬選挙・模擬議会
・政策提案活動
・地域課題の調査・分析
・討論・ディベート
・実際の政治参加体験

高校生が将来の有権者として、また民主社会の担い手として必要な資質を身につけるプログラムを設計してください。",高校生が民主主義社会の一員として必要な政治的教養と参加意識を身につけ、主権者としての資質・能力を育む教育プログラムを設計できます。,"人物,内容,制約",
eigo-communication-01,elementary,外国語,小学校英語コミュニケーション活動案,"あなたは小学校外国語活動・外国語科の専門家です。
以下の内容について、児童が楽しみながら英語でコミュニケーションを図る活動案を作成してください。

# 授業設定
・学年：[5年または6年]
・単元名：[We Can!、Here We Go!の該当単元]
・主な表現：[使用する英語表現]
・語彙：[新出・既習単語]
・時間：[45分授業]

# コミュニケーション活動の要素
1. 必然性のある場面設定
2. 相手意識を持った活動
3. 即興的なやり取り
4. 内容重視のコミュニケーション
5. 成功体験の積み重ね

# 活動案の構成
・ウォームアップ（雰囲気づくり）
・インプット活動（聞く・話す）
・アウトプット活動（やり取り・発表）
・振り返り（英語学習への意欲）

児童が「英語でコミュニケーションできた！」という達成感を味わえる活動案を作成してください。",小学校外国語学習で、児童が英語を使ったコミュニケーションの楽しさを体験し、積極的に英語を使おうとする態度を育む活動を作成できます。,"人物,内容,制約",
eigo-integrated-skills-01,junior-high,英語,4技能統合型授業プラン,"あなたは中学校英語科の専門家です。
以下の内容について、4技能（聞く・読む・話す・書く）を統合的に活用する授業プランを作成してください。

# 授業設定
・学年：[中学1〜3年]
・教材：[教科書の該当課または関連教材]
・文法事項：[現在完了、受動態など]
・テーマ：[文化、環境、将来の夢など]
・時間：[50分授業または複数時間]

# 4技能統合の観点
1. リスニング→スピーキング
2. リーディング→ライティング
3. 技能を組み合わせた活動
4. 実際のコミュニケーション場面
5. 意味のある言語使用

# 授業の流れ
・導入（興味・関心の喚起）
・インプット活動（聞く・読む）
・インテイク活動（理解の確認）
・アウトプット活動（話す・書く）
・まとめ・振り返り

生徒が英語を総合的に使いこなす力を身につける授業プランを作成してください。",中学校英語学習で、4技能を有機的に関連づけながら、実際のコミュニケーション場面で英語を使いこなす総合的な言語能力を育成できます。,"人物,内容,制約",
eigo-academic-preparation-01,high,英語,大学入試対応読解指導案,"あなたは高等学校英語科の大学入試指導専門家です。
以下の条件で、大学入試に対応できる読解力を効果的に育成する指導案を作成してください。

# 指導設定
・対象：[高校2〜3年]
・科目：[英語コミュニケーション、論理・表現など]
・文章の種類：[評論、小説、エッセイ、グラフ読み取りなど]
・語彙レベル：[4000〜6000語程度]
・期間：[3〜6ヶ月]

# 育成する読解スキル
1. 速読・精読の使い分け
2. 文章構造の把握
3. 論理関係の理解
4. 文脈からの語彙推測
5. 批判的読解

# 指導の段階
・基礎力養成（語彙・文法の定着）
・技能訓練（読解ストラテジー）
・実践演習（過去問・予想問題）
・総合力完成（時間内解答）

大学入試突破だけでなく、生涯にわたって英語を読み続ける力を育む指導案を作成してください。",高校生が大学入試に必要な英語読解力を効率的に身につけながら、生涯学習の基盤となる英語力を育成する指導プランを作成できます。,"人物,内容,制約",
img-rubric-analysis-01,elementary,国語,A評価作品分析ルーブリック作成（小学校国語）,"あなたは小学校国語科の評価専門家です。
添付した画像は、小学校国語の作文課題で「A評価（十分満足できる）」と判定された児童の作品です。
この作品を分析して、同じ課題に対するルーブリックを作成してください。

# 作品情報
・学年：[学年を入力]
・課題名：[作文のテーマ・種類]
・評価の観点：[知識・技能、思考・判断・表現、主体的な態度]
・作文の種類：[日記、感想文、説明文、物語など]

# 分析の観点
1. 内容・構成の充実度
2. 表現技法・語彙の豊かさ
3. 文章構成・段落構成
4. 表記・文法の正確性
5. 独創性・個性の表れ

# ルーブリック作成の条件
・4段階評価（よくできた、できた、もう少し、がんばろう）
・児童にも理解できる具体的で分かりやすい表現
・自己評価・相互評価にも活用可能
・次の学習への具体的な手がかり

表形式で整理し、この作品がA評価となる具体的根拠も示してください。",小学校国語の優秀作品を分析して客観的なルーブリックを作成し、児童の作文力向上と適切な評価を実現できます。,"人物,内容,制約,形式や語調",
img-experiment-analysis-02,junior-high,理科,実験結果画像の科学的考察支援（中学校）,"あなたは中学校理科の実験指導専門家です。
添付した実験結果の画像を分析し、生徒が科学的思考力を身につけるための考察活動支援プランを作成してください。

# 実験情報
・学年：[中学1〜3年]
・分野：[物理・化学・生物・地学]
・実験名：[具体的な実験名]
・学習目標：[この実験で身につけさせたい科学的概念]
・安全上の注意：[実験時の注意事項]

# 科学的考察の観点
1. 観察事実の正確な記録
2. 予想（仮説）との比較
3. 結果の原因・理由の推論
4. 実験の妥当性・改善点
5. 学習内容との関連づけ
6. 日常生活・社会への応用

# 支援プランの内容
・段階的な発問例（思考を深める質問）
・考察の視点とポイント
・つまずき予想と支援方法
・追実験・発展実験の提案
・評価規準と方法

生徒が科学者のように考え、科学的リテラシーを身につける支援を提案してください。",中学校理科の実験結果を科学的に分析・考察し、生徒の科学的思考力と探究心を効果的に育成する指導を実現できます。,"人物,内容,制約",
